Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Los Angeles,United States,Robert Marley,12/24/2017,CA-2017-145219,90049,Vinyl Sectional Post Binders,West,Home Office,12/25/2017,First Class,California,Binders,0.2,33.93,3,90.48
Office Supplies,San Jose,United States,Nicole Fjeld,5/3/2015,CA-2015-160864,95123,Avery Binding System Hidden Tab Executive Style Index Sets,West,Home Office,5/6/2015,First Class,California,Binders,0.2,5.193,3,13.848
Office Supplies,Fort Collins,United States,Kristina Nunn,9/23/2017,CA-2017-138422,80525,Wausau Papers Astrobrights Colored Envelopes,West,Home Office,9/26/2017,First Class,Colorado,Envelopes,0.2,5.2026,3,14.352
Office Supplies,Mesa,United States,Heather Jas,4/13/2015,CA-2015-100216,85204,Xerox 1973,West,Home Office,4/14/2015,First Class,Arizona,Paper,0.2,17.8152,3,54.816
Office Supplies,Aurora,United States,Darrin Sayre,9/28/2017,US-2017-125717,80013,Xerox 1992,West,Home Office,10/1/2017,First Class,Colorado,Paper,0.2,5.2026,3,14.352
Office Supplies,Peoria,United States,Becky Castell,6/11/2017,US-2017-120418,85345,Fellowes Officeware Wire Shelving,West,Home Office,6/12/2017,First Class,Arizona,Storage,0.2,-48.5082,3,215.592
Office Supplies,Salem,United States,Adrian Hane,12/18/2016,CA-2016-145261,97301,Newell 312,West,Home Office,12/21/2016,First Class,Oregon,Art,0.2,2.336,4,18.688
Office Supplies,San Francisco,United States,Chuck Clark,11/10/2016,CA-2016-163384,94122,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Home Office,11/12/2016,First Class,California,Binders,0.2,4.4604,4,13.216
Office Supplies,Salem,United States,Adrian Hane,12/18/2016,CA-2016-145261,97301,Avery White Multi-Purpose Labels,West,Home Office,12/21/2016,First Class,Oregon,Labels,0.2,5.1792,4,15.936
Office Supplies,Peoria,United States,Becky Castell,6/11/2017,US-2017-120418,85345,"Sortfiler Multipurpose Personal File Organizer, Black",West,Home Office,6/12/2017,First Class,Arizona,Storage,0.2,7.700400000,4,68.448
Office Supplies,Peoria,United States,Becky Castell,6/11/2017,US-2017-120418,85345,Boston 16801 Nautilus Battery Pencil Sharpener,West,Home Office,6/12/2017,First Class,Arizona,Art,0.2,6.603,5,88.04
Office Supplies,San Francisco,United States,Neil Knudson,10/12/2017,CA-2017-126536,94110,Canvas Sectional Post Binders,West,Home Office,10/14/2017,First Class,California,Binders,0.2,36.917,5,101.84
Office Supplies,San Francisco,United States,Neil Knudson,10/17/2016,CA-2016-141586,94122,"Avery Durable Plastic 1"" Binders",West,Home Office,10/20/2016,First Class,California,Binders,0.2,6.583,5,18.16
Office Supplies,Seattle,United States,Laurel Beltran,5/9/2017,CA-2017-118199,98105,"GBC Velobind Prepunched Cover Sets, Regency Series",West,Home Office,5/11/2017,First Class,Washington,Binders,0.2,46.225,5,147.92
Office Supplies,Seattle,United States,Sanjit Jacobs,3/23/2017,CA-2017-120719,98105,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Home Office,3/26/2017,First Class,Washington,Binders,0.2,11.297,5,34.76
Office Supplies,Seattle,United States,Patrick Bzostek,12/5/2017,CA-2017-156958,98115,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,Home Office,12/6/2017,First Class,Washington,Binders,0.2,29.372,5,83.92
Office Supplies,Seattle,United States,Patrick Bzostek,12/5/2017,CA-2017-156958,98115,GBC VeloBinder Manual Binding System,West,Home Office,12/6/2017,First Class,Washington,Binders,0.2,60.4632,6,172.752
Office Supplies,Mesa,United States,Heather Jas,4/13/2015,CA-2015-100216,85204,Xerox 210,West,Home Office,4/14/2015,First Class,Arizona,Paper,0.2,10.8864,6,31.104
Office Supplies,Phoenix,United States,Dean percer,9/7/2017,CA-2017-163692,85023,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Home Office,9/9/2017,First Class,Arizona,Binders,0.7,-6.0237,3,7.857
Office Supplies,Aurora,United States,Darrin Sayre,9/28/2017,US-2017-125717,80013,GBC DocuBind P50 Personal Binding Machine,West,Home Office,10/1/2017,First Class,Colorado,Binders,0.7,-58.8616,4,76.776
Office Supplies,Pueblo,United States,Laurel Beltran,10/6/2016,US-2016-157490,81001,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",West,Home Office,10/7/2016,First Class,Colorado,Binders,0.7,-9.1816,4,11.976
Office Supplies,Pueblo,United States,Laurel Beltran,10/6/2016,US-2016-157490,81001,Recycled Easel Ring Binders,West,Home Office,10/7/2016,First Class,Colorado,Binders,0.7,-14.92,4,17.904
Office Supplies,Salem,United States,Adrian Hane,12/18/2016,CA-2016-145261,97301,Vinyl Sectional Post Binders,West,Home Office,12/21/2016,First Class,Oregon,Binders,0.7,-30.16,4,45.24
Office Supplies,Colorado Springs,United States,Eugene Hildebrand,5/20/2016,CA-2016-146010,80906,GBC Durable Plastic Covers,West,Home Office,5/23/2016,First Class,Colorado,Binders,0.7,-32.508,7,40.635
Office Supplies,Roseville,United States,Skye Norling,6/26/2016,CA-2016-118101,48066,Insertable Tab Post Binder Dividers,Central,Home Office,6/26/2016,Same Day,Michigan,Binders,0,3.7694,1,8.02
Office Supplies,Lawrence,United States,Anthony Garverick,11/9/2015,CA-2015-113222,46226,Avery Poly Binder Pockets,Central,Home Office,11/9/2015,Same Day,Indiana,Binders,0,5.1552,3,10.74
Office Supplies,Omaha,United States,Lindsay Shagiari,12/10/2017,CA-2017-108294,68104,Ibico Covers for Plastic or Wire Binding Elements,Central,Home Office,12/10/2017,Same Day,Nebraska,Binders,0,15.525,3,34.5
Office Supplies,Roseville,United States,Skye Norling,6/26/2016,CA-2016-118101,48066,"SAFCO Mobile Desk Side File, Wire Frame",Central,Home Office,6/26/2016,Same Day,Michigan,Storage,0,44.4704,4,171.04
Office Supplies,Roseville,United States,Skye Norling,6/26/2016,CA-2016-118101,48066,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Central,Home Office,6/26/2016,Same Day,Michigan,Paper,0,180.7659,9,368.91
Office Supplies,Aurora,United States,Dennis Pardue,5/10/2015,CA-2015-129217,60505,Boston KS Multi-Size Manual Pencil Sharpener,Central,Home Office,5/10/2015,Same Day,Illinois,Art,0.2,3.6784,2,36.784
Office Supplies,Chicago,United States,Stephanie Ulpright,3/13/2017,CA-2017-157966,60610,Xerox 1993,Central,Home Office,3/13/2017,Same Day,Illinois,Paper,0.2,5.6376,3,15.552
Office Supplies,Dallas,United States,Steven Roelle,4/3/2016,CA-2016-162222,75081,Xerox 1962,Central,Home Office,4/3/2016,Same Day,Texas,Paper,0.2,3.21,3,10.272
Office Supplies,Bryan,United States,Frank Merwin,11/4/2017,CA-2017-121160,77803,Rogers Deluxe File Chest,Central,Home Office,11/4/2017,Same Day,Texas,Storage,0.2,-12.5286,3,52.752
Office Supplies,Chicago,United States,Stephanie Ulpright,3/13/2017,CA-2017-157966,60610,Col-Erase Pencils with Erasers,Central,Home Office,3/13/2017,Same Day,Illinois,Art,0.2,2.1888,4,19.456
Office Supplies,Chicago,United States,Stephanie Ulpright,3/13/2017,CA-2017-157966,60610,"Eberhard Faber 3 1/2"" Golf Pencils",Central,Home Office,3/13/2017,Same Day,Illinois,Art,0.2,1.86,5,29.76
Office Supplies,Bryan,United States,Frank Merwin,11/4/2017,CA-2017-121160,77803,Self-Adhesive Ring Binder Labels,Central,Home Office,11/4/2017,Same Day,Texas,Binders,0.8,-2.3232,2,1.408
Office Supplies,Bryan,United States,Frank Merwin,11/4/2017,CA-2017-121160,77803,Wilson Jones Impact Binders,Central,Home Office,11/4/2017,Same Day,Texas,Binders,0.8,-6.4232,4,4.144
Office Supplies,Aurora,United States,Dennis Pardue,5/10/2015,CA-2015-129217,60505,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Central,Home Office,5/10/2015,Same Day,Illinois,Appliances,0.8,-191.619,5,70.97
Office Supplies,Bryan,United States,Frank Merwin,11/4/2017,CA-2017-121160,77803,GBC Standard Plastic Binding Systems' Combs,Central,Home Office,11/4/2017,Same Day,Texas,Binders,0.8,-13.188,6,7.536
Office Supplies,New York City,United States,Stephanie Ulpright,7/1/2016,US-2016-126431,10009,Avery 477,East,Home Office,7/1/2016,Same Day,New York,Labels,0,14.0438,1,30.53
Office Supplies,New York City,United States,Matt Abelman,12/10/2015,CA-2015-143105,10024,Avery 486,East,Home Office,12/10/2015,Same Day,New York,Labels,0,3.4357,1,7.31
Office Supplies,New York City,United States,Rick Bensley,10/20/2017,CA-2017-104822,10024,Avery 478,East,Home Office,10/20/2017,Same Day,New York,Labels,0,12.0295,5,24.55
Office Supplies,New York City,United States,Matt Abelman,12/10/2015,CA-2015-143105,10024,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",East,Home Office,12/10/2015,Same Day,New York,Paper,0,18.9888,6,41.28
Office Supplies,New York City,United States,Matt Abelman,12/10/2015,CA-2015-143105,10024,Xerox 1883,East,Home Office,12/10/2015,Same Day,New York,Paper,0,84.9436,7,184.66
Office Supplies,New York City,United States,Stephanie Ulpright,7/1/2016,US-2016-126431,10009,Southworth 25% Cotton Antique Laid Paper & Envelopes,East,Home Office,7/1/2016,Same Day,New York,Paper,0,33.777,9,75.06
Office Supplies,Philadelphia,United States,Paul Prost,6/19/2015,CA-2015-111864,19134,Self-Adhesive Address Labels for Typewriters with Dispenser Box,East,Home Office,6/19/2015,Same Day,Pennsylvania,Labels,0.2,1.9926,2,5.904
Office Supplies,Mentor,United States,Maureen Gastineau,9/29/2017,CA-2017-121300,44060,Xerox 1928,East,Home Office,9/29/2017,Same Day,Ohio,Paper,0.2,2.64,2,8.448
Office Supplies,Mentor,United States,Maureen Gastineau,9/29/2017,CA-2017-121300,44060,Xerox 227,East,Home Office,9/29/2017,Same Day,Ohio,Paper,0.2,5.4432,3,15.552
Office Supplies,Toledo,United States,Max Ludwig,11/30/2017,US-2017-120089,43615,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,East,Home Office,11/30/2017,Same Day,Ohio,Appliances,0.2,82.992000000,4,663.936
Office Supplies,Cleveland,United States,Jim Kriz,12/18/2015,US-2015-137533,44105,Xerox 226,East,Home Office,12/18/2015,Same Day,Ohio,Paper,0.2,7.2576,4,20.736
Office Supplies,New York City,United States,Anne Pryor,11/19/2017,CA-2017-143021,10011,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",East,Home Office,11/19/2017,Same Day,New York,Binders,0.2,18.2525,7,58.408
Office Supplies,Philadelphia,United States,Frank Gastineau,9/19/2017,CA-2017-160801,19120,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",East,Home Office,9/19/2017,Same Day,Pennsylvania,Binders,0.7,-3.3894,3,4.842
Office Supplies,Smyrna,United States,Paul Prost,2/5/2016,US-2016-108504,30080,"Carina 42""Hx23 3/4""W Media Storage Unit",South,Home Office,2/5/2016,Same Day,Georgia,Storage,0,1.619600000,1,80.98
Office Supplies,Smyrna,United States,Paul Prost,2/5/2016,US-2016-108504,30080,Ames Color-File Green Diamond Border X-ray Mailers,South,Home Office,2/5/2016,Same Day,Georgia,Envelopes,0,78.9412,2,167.96
Office Supplies,Jonesboro,United States,Erica Hernandez,6/4/2017,CA-2017-133095,72401,Insertable Tab Indexes For Data Binders,South,Home Office,6/4/2017,Same Day,Arkansas,Binders,0,4.3884,3,9.54
Office Supplies,Smyrna,United States,Paul Prost,2/5/2016,US-2016-108504,30080,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",South,Home Office,2/5/2016,Same Day,Georgia,Paper,0,60.2553,3,122.97
Office Supplies,Smyrna,United States,Paul Prost,2/5/2016,US-2016-108504,30080,"Belkin 19"" Vented Equipment Shelf, Black",South,Home Office,2/5/2016,Same Day,Georgia,Storage,0,1.5444,3,154.44
Office Supplies,Newport News,United States,Eugene Hildebrand,5/24/2016,CA-2016-136126,23602,Xerox 1911,South,Home Office,5/24/2016,Same Day,Virginia,Paper,0,91.968,4,191.6
Office Supplies,Smyrna,United States,Paul Prost,2/5/2016,US-2016-108504,30080,Revere Boxed Rubber Bands by Revere,South,Home Office,2/5/2016,Same Day,Georgia,Fasteners,0,0.189,5,9.45
Office Supplies,Newport News,United States,Eugene Hildebrand,5/24/2016,CA-2016-136126,23602,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",South,Home Office,5/24/2016,Same Day,Virginia,Supplies,0,20.155,5,69.5
Office Supplies,Jonesboro,United States,Erica Hernandez,6/4/2017,CA-2017-133095,72401,GBC VeloBind Cover Sets,South,Home Office,6/4/2017,Same Day,Arkansas,Binders,0,54.04,7,108.08
Office Supplies,Smyrna,United States,Paul Prost,2/5/2016,US-2016-108504,30080,Xerox 1943,South,Home Office,2/5/2016,Same Day,Georgia,Paper,0,160.9139,7,342.37
Office Supplies,Marietta,United States,Valerie Mitchum,4/7/2014,CA-2014-165806,30062,Xerox 226,South,Home Office,4/7/2014,Same Day,Georgia,Paper,0,27.9936,9,58.32
Office Supplies,Smyrna,United States,Paul Prost,2/5/2016,US-2016-108504,30080,White Computer Printout Paper by Universal,South,Home Office,2/5/2016,Same Day,Georgia,Paper,0,170.9316,9,348.84
Office Supplies,Monroe,United States,Sean Miller,10/12/2017,CA-2017-149146,28110,Xerox 1989,South,Home Office,10/12/2017,Same Day,North Carolina,Paper,0.2,2.6892,2,7.968
Office Supplies,Oxnard,United States,Laurel Beltran,12/1/2016,US-2016-155768,93030,Xerox 1886,West,Home Office,12/1/2016,Same Day,California,Paper,0,22.992,1,47.9
Office Supplies,Los Angeles,United States,Paul Stevenson,4/15/2014,US-2014-120740,90049,Belkin F9G930V10-GRY 9 Outlet Surge,West,Home Office,4/15/2014,Same Day,California,Appliances,0,31.0184,2,106.96
Office Supplies,Long Beach,United States,Karen Ferguson,9/11/2017,CA-2017-149559,90805,#10 Self-Seal White Envelopes,West,Home Office,9/12/2017,Same Day,California,Envelopes,0,10.8682,2,22.18
Office Supplies,Manteca,United States,Tanja Norvell,10/10/2014,CA-2014-140403,95336,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Home Office,10/10/2014,Same Day,California,Envelopes,0,7.4872,2,15.28
Office Supplies,Long Beach,United States,Karen Ferguson,9/11/2017,CA-2017-149559,90805,Xerox 1996,West,Home Office,9/12/2017,Same Day,California,Paper,0,6.2208,2,12.96
Office Supplies,San Francisco,United States,Duane Huffman,11/28/2014,CA-2014-105249,94122,Staple remover,West,Home Office,11/28/2014,Same Day,California,Supplies,0,0.1472,2,7.36
Office Supplies,Riverside,United States,Thomas Brumley,11/10/2017,CA-2017-162096,92503,12 Colored Short Pencils,West,Home Office,11/10/2017,Same Day,California,Art,0,2.106,3,7.8
Office Supplies,Oxnard,United States,Laurel Beltran,12/1/2016,US-2016-155768,93030,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Home Office,12/1/2016,Same Day,California,Envelopes,0,11.2308,3,22.92
Office Supplies,San Francisco,United States,Jim Kriz,9/19/2014,CA-2014-159849,94110,Revere Boxed Rubber Bands by Revere,West,Home Office,9/19/2014,Same Day,California,Fasteners,0,0.1134,3,5.67
Office Supplies,San Francisco,United States,Frank Merwin,11/6/2017,US-2017-153948,94122,Xerox 191,West,Home Office,11/6/2017,Same Day,California,Paper,0,28.1718,3,59.94
Office Supplies,Oxnard,United States,Laurel Beltran,12/1/2016,US-2016-155768,93030,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",West,Home Office,12/1/2016,Same Day,California,Storage,0,222.588,3,1112.94
Office Supplies,Los Angeles,United States,Tracy Collins,11/3/2014,CA-2014-153619,90049,Prang Dustless Chalk Sticks,West,Home Office,11/3/2014,Same Day,California,Art,0,3.36,4,6.72
Office Supplies,San Francisco,United States,Duane Huffman,11/28/2014,CA-2014-105249,94122,Avery 489,West,Home Office,11/28/2014,Same Day,California,Labels,0,19.872,4,41.4
Office Supplies,San Francisco,United States,Frank Merwin,11/6/2017,US-2017-153948,94122,Avery 503,West,Home Office,11/6/2017,Same Day,California,Labels,0,19.872,4,41.4
Office Supplies,San Francisco,United States,Frank Merwin,11/6/2017,US-2017-153948,94122,Easy-staple paper,West,Home Office,11/6/2017,Same Day,California,Paper,0,22.2264,4,45.36
Office Supplies,Los Angeles,United States,Julie Prescott,12/30/2016,US-2016-111528,90032,Iceberg Mobile Mega Data/Printer Cart,West,Home Office,12/30/2016,Same Day,California,Storage,0,125.1432,4,481.32
Office Supplies,San Francisco,United States,Frank Merwin,11/6/2017,US-2017-153948,94122,Astroparche Fine Business Paper,West,Home Office,11/6/2017,Same Day,California,Paper,0,12.672,5,26.4
Office Supplies,San Francisco,United States,Becky Castell,7/25/2016,CA-2016-149335,94122,Newell 325,West,Home Office,7/25/2016,Same Day,California,Art,0,11.151,9,37.17
Office Supplies,Los Angeles,United States,Julie Prescott,12/30/2016,US-2016-111528,90032,Cardinal Hold-It CD Pocket,West,Home Office,12/30/2016,Same Day,California,Binders,0.2,2.1546,1,6.384
Office Supplies,San Francisco,United States,Phillina Ober,11/29/2015,CA-2015-144099,94122,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",West,Home Office,11/30/2015,Same Day,California,Binders,0.2,1.5602,1,4.304
Office Supplies,Glendale,United States,Eugene Moren,11/12/2017,CA-2017-134915,85301,Xerox 1978,West,Home Office,11/12/2017,Same Day,Arizona,Paper,0.2,8.381,5,23.12
Office Supplies,Yuma,United States,Nick Zandusky,7/10/2016,CA-2016-134222,85364,GBC Standard Therm-A-Bind Covers,West,Home Office,7/11/2016,Same Day,Arizona,Binders,0.7,-35.8848,6,44.856
Office Supplies,Springfield,United States,Brad Eason,5/6/2016,US-2016-146857,65807,Belkin 5 Outlet SurgeMaster Power Centers,Central,Home Office,5/8/2016,Second Class,Missouri,Appliances,0,15.2544,1,54.48
Office Supplies,Burlington,United States,Roy Skaria,12/11/2017,CA-2017-142776,52601,Pastel Pink Envelopes,Central,Home Office,12/14/2017,Second Class,Iowa,Envelopes,0,3.4944,1,7.28
Office Supplies,Minneapolis,United States,Chuck Clark,11/6/2017,CA-2017-125290,55407,Easy-staple paper,Central,Home Office,11/10/2017,Second Class,Minnesota,Paper,0,12.1348,1,26.38
Office Supplies,Wichita,United States,Nathan Mautz,5/25/2015,US-2015-152128,67212,GBC DocuBind P50 Personal Binding Machine,Central,Home Office,5/27/2015,Second Class,Kansas,Binders,0,60.1412,2,127.96
Office Supplies,Detroit,United States,Sean Wendt,4/9/2016,CA-2016-128517,48227,Storex Flexible Poly Binders with Double Pockets,Central,Home Office,4/14/2016,Second Class,Michigan,Binders,0,2.4288,2,5.28
Office Supplies,Midland,United States,Ross Baird,6/3/2014,CA-2014-141299,48640,Security-Tint Envelopes,Central,Home Office,6/7/2014,Second Class,Michigan,Envelopes,0,7.4872,2,15.28
Office Supplies,Wichita,United States,Nathan Mautz,5/25/2015,US-2015-152128,67212,SANFORD Major Accent Highlighters,Central,Home Office,5/27/2015,Second Class,Kansas,Art,0,8.0712,3,21.24
Office Supplies,Burlington,United States,Roy Skaria,12/11/2017,CA-2017-142776,52601,Wilson Jones Easy Flow II Sheet Lifters,Central,Home Office,12/14/2017,Second Class,Iowa,Binders,0,2.592,3,5.4
Office Supplies,Grand Rapids,United States,Corey Roper,8/23/2014,US-2014-112795,49505,Xerox 1993,Central,Home Office,8/28/2014,Second Class,Michigan,Paper,0,9.5256,3,19.44
Office Supplies,Canton,United States,Sam Zeldin,11/25/2017,CA-2017-129000,48187,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Central,Home Office,11/27/2017,Second Class,Michigan,Storage,0,0,3,501.81
Office Supplies,Sterling Heights,United States,Penelope Sewall,2/22/2015,CA-2015-132374,48310,Newell 34,Central,Home Office,2/24/2015,Second Class,Michigan,Art,0,20.6336,4,79.36
Office Supplies,Minneapolis,United States,Chuck Clark,11/6/2017,CA-2017-125290,55407,Newell 339,Central,Home Office,11/10/2017,Second Class,Minnesota,Art,0,3.614,5,13.9
Office Supplies,Des Moines,United States,Brad Eason,9/14/2015,CA-2015-115924,50315,Wilson Jones Impact Binders,Central,Home Office,9/18/2015,Second Class,Iowa,Binders,0,12.691,5,25.9
Office Supplies,Columbia,United States,Frank Carlisle,10/17/2016,CA-2016-147256,65203,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Central,Home Office,10/21/2016,Second Class,Missouri,Appliances,0,751.7601,7,1927.59
Office Supplies,Springfield,United States,Paul Prost,5/18/2017,CA-2017-117401,65807,Avanti 1.7 Cu. Ft. Refrigerator,Central,Home Office,5/22/2017,Second Class,Missouri,Appliances,0,197.9208,7,706.86
Office Supplies,Springfield,United States,Paul Prost,5/18/2017,CA-2017-117401,65807,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Central,Home Office,5/22/2017,Second Class,Missouri,Binders,0,20.7312,7,43.19
Office Supplies,Lansing,United States,Erica Hernandez,9/22/2017,CA-2017-167381,48911,Avery 511,Central,Home Office,9/24/2017,Second Class,Michigan,Labels,0,13.3056,9,27.72
Office Supplies,Milwaukee,United States,Mike Pelletier,11/16/2015,CA-2015-135685,53209,Xerox 191,Central,Home Office,11/18/2015,Second Class,Wisconsin,Paper,0,84.5154,9,179.82
Office Supplies,Detroit,United States,Nathan Mautz,5/23/2015,CA-2015-136805,48234,Harmony Air Purifier,Central,Home Office,5/27/2015,Second Class,Michigan,Appliances,0.1,245.7,5,850.5
Office Supplies,Garland,United States,Julie Kriz,9/4/2017,CA-2017-100783,75043,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Home Office,9/8/2017,Second Class,Texas,Art,0.2,3.798000000,1,30.384
Office Supplies,Chicago,United States,Lindsay Shagiari,10/20/2014,CA-2014-137092,60653,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Central,Home Office,10/22/2014,Second Class,Illinois,Labels,0.2,7.9378,1,24.424
Office Supplies,Houston,United States,Tonja Turnell,3/4/2017,US-2017-119816,77095,Avery 497,Central,Home Office,3/6/2017,Second Class,Texas,Labels,0.2,0.8624,1,2.464
Office Supplies,Chicago,United States,Ross DeVincentis,2/3/2017,CA-2017-127474,60610,Xerox 2,Central,Home Office,2/7/2017,Second Class,Illinois,Paper,0.2,1.8144,1,5.184
Office Supplies,Chicago,United States,Lindsay Shagiari,10/20/2014,CA-2014-137092,60653,Wirebound Voice Message Log Book,Central,Home Office,10/22/2014,Second Class,Illinois,Paper,0.2,1.2376,1,3.808
Office Supplies,Houston,United States,Tonja Turnell,3/4/2017,US-2017-119816,77095,Crate-A-Files,Central,Home Office,3/6/2017,Second Class,Texas,Storage,0.2,0.654000000,1,8.72
Office Supplies,Chicago,United States,Mike Pelletier,12/5/2016,CA-2016-163636,60623,Newell 311,Central,Home Office,12/9/2016,Second Class,Illinois,Art,0.2,0.3094,2,3.536
Office Supplies,Saint Charles,United States,Sam Zeldin,12/21/2015,CA-2015-154284,60174,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Central,Home Office,12/26/2015,Second Class,Illinois,Art,0.2,14.2272,2,59.904
Office Supplies,Chicago,United States,Ross DeVincentis,2/3/2017,CA-2017-127474,60610,Xerox 1893,Central,Home Office,2/7/2017,Second Class,Illinois,Paper,0.2,23.7742,2,65.584
Office Supplies,Chicago,United States,Stephanie Ulpright,9/5/2016,CA-2016-164490,60653,Xerox 196,Central,Home Office,9/10/2016,Second Class,Illinois,Paper,0.2,3.3524,2,9.248
Office Supplies,Chicago,United States,Matt Abelman,10/27/2017,CA-2017-110373,60610,Prang Colored Pencils,Central,Home Office,10/30/2017,Second Class,Illinois,Art,0.2,2.205,3,7.056
Office Supplies,Houston,United States,Sanjit Jacobs,9/17/2017,CA-2017-105669,77036,Newell Chalk Holder,Central,Home Office,9/22/2017,Second Class,Texas,Art,0.2,3.2214,3,9.912
Office Supplies,Chicago,United States,Maria Etezadi,3/29/2016,CA-2016-152555,60653,Computer Printout Paper with Letter-Trim Perforations,Central,Home Office,4/2/2016,Second Class,Illinois,Paper,0.2,15.9348,3,45.528
Office Supplies,Corpus Christi,United States,Neil Knudson,6/18/2017,CA-2017-162712,78415,Xerox 1925,Central,Home Office,6/20/2017,Second Class,Texas,Paper,0.2,23.235,3,74.352
Office Supplies,Houston,United States,Arthur Wiediger,6/12/2016,CA-2016-120824,77070,Xerox 1975,Central,Home Office,6/16/2016,Second Class,Texas,Paper,0.2,5.6376,3,15.552
Office Supplies,Chicago,United States,Lindsay Shagiari,10/20/2014,CA-2014-137092,60653,"24 Capacity Maxi Data Binder Racks, Pearl",Central,Home Office,10/22/2014,Second Class,Illinois,Storage,0.2,31.5825,3,505.32
Office Supplies,Chicago,United States,Ben Ferrer,5/13/2015,CA-2015-145835,60623,Advantus Plastic Paper Clips,Central,Home Office,5/18/2015,Second Class,Illinois,Fasteners,0.2,5.6,4,16
Office Supplies,Chicago,United States,Ross DeVincentis,2/3/2017,CA-2017-127474,60610,Xerox 189,Central,Home Office,2/7/2017,Second Class,Illinois,Paper,0.2,146.79,5,419.4
Office Supplies,Houston,United States,Arthur Wiediger,6/12/2016,CA-2016-120824,77070,Nontoxic Chalk,Central,Home Office,6/16/2016,Second Class,Texas,Art,0.2,3.9424,8,11.264
Office Supplies,Houston,United States,Arthur Wiediger,6/12/2016,CA-2016-120824,77070,Staple magnet,Central,Home Office,6/16/2016,Second Class,Texas,Storage,0.2,6.7536,9,67.536
Office Supplies,Fort Worth,United States,Tonja Turnell,12/8/2015,CA-2015-135622,76106,Xerox 1945,Central,Home Office,12/11/2015,Second Class,Texas,Paper,0.2,130.7581,11,360.712
Office Supplies,Chicago,United States,Lindsay Shagiari,10/20/2014,CA-2014-137092,60653,Satellite Sectional Post Binders,Central,Home Office,10/22/2014,Second Class,Illinois,Binders,0.8,-14.7594,1,8.682
Office Supplies,Houston,United States,Arthur Wiediger,6/12/2016,CA-2016-120824,77070,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Central,Home Office,6/16/2016,Second Class,Texas,Binders,0.8,-2.667,2,1.524
Office Supplies,Austin,United States,Deborah Brumfield,11/30/2015,US-2015-141453,78745,GBC Instant Report Kit,Central,Home Office,12/3/2015,Second Class,Texas,Binders,0.8,-5.823,3,3.882
Office Supplies,Houston,United States,Arthur Wiediger,6/12/2016,CA-2016-120824,77070,APC 7 Outlet Network SurgeArrest Surge Protector,Central,Home Office,6/16/2016,Second Class,Texas,Appliances,0.8,-160.96,4,64.384
Office Supplies,Houston,United States,Sanjit Jacobs,9/17/2017,CA-2017-105669,77036,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Central,Home Office,9/22/2017,Second Class,Texas,Binders,0.8,-10.15,5,5.8
Office Supplies,Houston,United States,Maria Etezadi,11/13/2017,US-2017-124926,77095,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Central,Home Office,11/18/2017,Second Class,Texas,Appliances,0.8,-24.7086,6,9.324
Office Supplies,Houston,United States,Ross DeVincentis,9/2/2016,CA-2016-112739,77070,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Central,Home Office,9/7/2016,Second Class,Texas,Binders,0.8,-13.3424,8,8.608
Office Supplies,New York City,United States,Parhena Norris,9/10/2016,US-2016-118780,10011,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",East,Home Office,9/14/2016,Second Class,New York,Paper,0,3.0774,1,6.69
